rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude,year
3430,301–350,The University of Tennessee-Knoxville,44.0–46.3,3430,33.7,331,23.2,483,82.2,206,41.3,536,44.7,604,United States,"25,720",16.7,5%,,The University of Tennessee-Knoxville,"Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Law,History, Philosophy & Theology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Agriculture & Forestry,Geography,Education,Biological Sciences,Archaeology,Other Health,Sport Science,Sociology,Computer Science,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Communication & Media Studies,Chemistry,Accounting & Finance",False,False,Knoxville,TN,37996,Knox,35.9551,-83.92966,2019
3450,301–350,Tulane University,44.0–46.3,3450,43.2,168,23.4,479,73.1,323,37.0,800,41.1,669,United States,"11,120",10.5,11%,57 : 43,Tulane University,"Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,Architecture,Education,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Other Health,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics",False,False,New Orleans,LA,70118,Orleans,29.9397,-90.1203,2019
150,15,"University of California, Berkeley",87.7,150,78.7,23,92.3,10,99.7,7,49.3,331,69.8,257,United States,"36,468",13.2,17%,51 : 49,"University of California, Berkeley","Communication & Media Studies,Education,Civil Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Agriculture & Forestry,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Chemical Engineering,Business & Management,Archaeology,Law,Physics & Astronomy,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,General Engineering,Other Health",False,False,Berkeley,CA,94720,Alameda,37.8757,-122.2484,2019
590,=59,"University of California, Davis",68.5,590,59.3,63,63.6,60,85.6,178,52.7,274,61.2,336,United States,"37,847",13.5,13%,57 : 43,"University of California, Davis","Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Business & Management,History, Philosophy & Theology,Psychology,General Engineering,Law,Civil Engineering,Geography,Physics & Astronomy,Chemistry,Sociology,Veterinary Science,Economics & Econometrics,Other Health,Biological Sciences,Computer Science,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Languages, Literature & Linguistics",False,False,Davis,CA,95616,Yolo,38.5381,-121.751,2019
960,=96,"University of California, Irvine",62.7,960,44.5,153,47.6,125,94.6,68,60.8,199,69.3,261,United States,"31,089",16.7,24%,53 : 47,"University of California, Irvine","Languages, Literature & Linguistics,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Civil Engineering,Business & Management,General Engineering,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Law,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology",False,False,Irvine,CA,92697,Orange,33.6431,-117.8378,2019
170,17,"University of California, Los Angeles",86.4,170,82.6,18,87.9,17,97.8,30,49.4,325,62.1,331,United States,"39,464",9.2,17%,53 : 47,"University of California, Los Angeles","Chemical Engineering,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Medicine & Dentistry,General Engineering,Communication & Media Studies,Agriculture & Forestry,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,History, Philosophy & Theology,Computer Science,Chemistry,Sociology,Languages, Literature & Linguistics,Sport Science,Other Health,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Mathematics & Statistics,Education,Economics & Econometrics,Geography,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Law,Veterinary Science",False,False,Los Angeles,CA,90095,Los Angeles,34.0688,-118.4439,2019
3580,351–400,"University of California, Merced",41.7–43.9,3580,16.2,1053,20.5,560,96.4,46,37.8,735,40.1,687,United States,"6,680",19.3,8%,51 : 49,"University of California, Merced","Economics & Econometrics,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,General Engineering,Sociology,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Biological Sciences,Chemistry,Languages, Literature & Linguistics,Psychology,Other Health",False,False,Merced,CA,95343,Merced,37.3662,-120.4249,2019
2080,201–250,"University of California, Riverside",49.5–53.0,2080,29.5,444,31.6,296,92.0,95,41.0,544,65.6,284,United States,"20,864",19.6,14%,52 : 48,"University of California, Riverside","Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,Sociology,History, Philosophy & Theology,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Medicine & Dentistry,Communication & Media Studies,Biological Sciences,Education,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,Riverside,CA,92521,Riverside,33.9745,-117.3287,2019
300,30,"University of California, San Diego",79.7,300,65.4,45,79.2,29,98.2,27,96.0,35,59.9,353,United States,"31,687",12.9,20%,46 : 54,"University of California, San Diego","Other Health,Computer Science,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Sociology,History, Philosophy & Theology,Education,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Civil Engineering,Psychology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",False,False,San Diego,CA,92093,San Diego,32.881,-117.2377,2019
520,52,"University of California, Santa Barbara",71.5,520,50.9,96,65.0,57,98.8,20,83.4,77,67.0,277,United States,"23,457",27.9,16%,52 : 48,"University of California, Santa Barbara","Archaeology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Veterinary Science,Geography,Chemical Engineering,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Chemistry,Agriculture & Forestry,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Sociology",False,False,Santa Barbara,CA,93106,Santa Barbara,34.4123,-119.8514,2019
1680,=167,"University of California, Santa Cruz",55.6,1680,33.5,336,36.0,238,99.1,13,39.5,619,53.2,454,United States,"17,868",23.1,5%,52 : 48,"University of California, Santa Cruz","Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Computer Science,Chemistry,Other Health,Mathematics & Statistics,Education,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology",False,False,Santa Cruz,CA,95064,Santa Cruz,36.999,-122.0607,2019
3120,301–350,University of Colorado Denver/Anschutz Medical Campus,44.0–46.3,3120,33.6,334,13.9,806,96.1,52,34.0,1203,28.8,910,United States,"17,853",5.4,7%,56 : 44,University of Colorado Denver/Anschutz Medical Campus,"Medicine & Dentistry,Mathematics & Statistics,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Geography,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology,History, Philosophy & Theology,Accounting & Finance,Mechanical & Aerospace Engineering,Sport Science,Economics & Econometrics,Architecture,Civil Engineering,Chemistry,Education,Psychology,Languages, Literature & Linguistics",False,False,Denver,CO,80217,Denver,39.7452,-104.8393,2019
2160,201–250,University of Hawai’i at Mānoa,49.5–53.0,2160,35.5,296,37.1,224,75.0,300,50.6,300,64.4,296,United States,"15,750",11.0,11%,56 : 44,University of Hawai’i at Mānoa,"Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Law,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Other Health,Geography,Architecture,Computer Science,Chemistry,Sociology,Medicine & Dentistry,Electrical & Electronic Engineering,Mathematics & Statistics,Archaeology,Civil Engineering,Sport Science,Business & Management,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Politics & International Studies (incl Development Studies)",False,False,Honolulu,HI,96822,Honolulu,21.2972,-157.8162,2019
2650,251–300,University of Illinois Chicago,46.4–49.4,2650,44.6,152,30.8,312,71.4,339,42.7,476,55.3,421,United States,"25,705",11.2,19%,52 : 48,University of Illinois Chicago,"Civil Engineering,Communication & Media Studies,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Archaeology,Biological Sciences,Geography,Computer Science,Chemical Engineering,Law,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Education,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Architecture,Accounting & Finance,Sport Science,Sociology,Electrical & Electronic Engineering",False,False,Chicago,IL,60607,Cook,41.8718,-87.6505,2019
5500,501–600,"University of Maryland, Baltimore County",33.5–37.0,5500,23.4,675,18.1,651,62.3,457,35.6,946,33.8,812,United States,"11,647",18.6,8%,45 : 55,"University of Maryland, Baltimore County","Sociology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Computer Science,Communication & Media Studies,Other Health,Accounting & Finance,Business & Management,Education,Mathematics & Statistics,Chemical Engineering",False,False,Baltimore,MD,21250,Baltimore,39.2567,-76.7115,2019
820,=82,"University of Maryland, College Park",63.7,820,47.8,121,57.7,74,93.2,83,38.7,674,41.2,667,United States,"32,099",16.2,10%,47 : 53,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",False,False,College Park,MD,20742,Prince George's,38.9886,-76.9396,2019
2260,201–250,University of Massachusetts,49.5–53.0,2260,36.6,268,28.7,352,89.5,124,50.0,310,58.4,383,United States,"59,906",12.8,14%,48 : 52,University of Massachusetts,"Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Geography,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Law,Chemistry,Chemical Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Education,Veterinary Science",False,False,Amherst,MA,1003,Hampshire,42.3886,-72.5293,2019
